date,realtime_end,realtime_start,value
1989-01-01,2019-09-15,2019-09-15,282165.0
1989-02-01,2019-09-15,2019-09-15,275271.0
1989-03-01,2019-09-15,2019-09-15,278788.0
1989-04-01,2019-09-15,2019-09-15,281630.0
1989-05-01,2019-09-15,2019-09-15,280583.0
1989-06-01,2019-09-15,2019-09-15,283671.0
1989-07-01,2019-09-15,2019-09-15,285701.0
1989-08-01,2019-09-15,2019-09-15,283854.0
1989-09-01,2019-09-15,2019-09-15,284036.0
1989-10-01,2019-09-15,2019-09-15,284238.0
1989-11-01,2019-09-15,2019-09-15,287814.0
1989-12-01,2019-09-15,2019-09-15,294323.0
1990-01-01,2019-09-15,2019-09-15,293132.0
1990-02-01,2019-09-15,2019-09-15,287719.0
1990-03-01,2019-09-15,2019-09-15,292402.0
1990-04-01,2019-09-15,2019-09-15,297404.0
1990-05-01,2019-09-15,2019-09-15,297279.0
1990-06-01,2019-09-15,2019-09-15,301742.0
1990-07-01,2019-09-15,2019-09-15,303888.0
1990-08-01,2019-09-15,2019-09-15,305147.0
1990-09-01,2019-09-15,2019-09-15,308033.0
1990-10-01,2019-09-15,2019-09-15,308764.0
1990-11-01,2019-09-15,2019-09-15,313670.0
1990-12-01,2019-09-15,2019-09-15,315270.0
1991-01-01,2019-09-15,2019-09-15,309597.0
1991-02-01,2019-09-15,2019-09-15,306945.0
1991-03-01,2019-09-15,2019-09-15,311089.0
1991-04-01,2019-09-15,2019-09-15,314068.0
1991-05-01,2019-09-15,2019-09-15,314339.0
1991-06-01,2019-09-15,2019-09-15,318071.0
1991-07-01,2019-09-15,2019-09-15,319987.0
1991-08-01,2019-09-15,2019-09-15,320051.0
1991-09-01,2019-09-15,2019-09-15,321825.0
1991-10-01,2019-09-15,2019-09-15,323057.0
1991-11-01,2019-09-15,2019-09-15,328415.0
1991-12-01,2019-09-15,2019-09-15,335415.0
1992-01-01,2019-09-15,2019-09-15,333149.0
1992-02-01,2019-09-15,2019-09-15,331242.0
1992-03-01,2019-09-15,2019-09-15,335595.0
1992-04-01,2019-09-15,2019-09-15,333124.0
1992-05-01,2019-09-15,2019-09-15,334541.0
1992-06-01,2019-09-15,2019-09-15,337098.0
1992-07-01,2019-09-15,2019-09-15,340424.0
1992-08-01,2019-09-15,2019-09-15,342727.0
1992-09-01,2019-09-15,2019-09-15,346903.0
1992-10-01,2019-09-15,2019-09-15,349808.0
1992-11-01,2019-09-15,2019-09-15,355924.0
1992-12-01,2019-09-15,2019-09-15,361903.0
1993-01-01,2019-09-15,2019-09-15,360650.0
1993-02-01,2019-09-15,2019-09-15,359533.0
1993-03-01,2019-09-15,2019-09-15,362723.0
1993-04-01,2019-09-15,2019-09-15,368849.0
1993-05-01,2019-09-15,2019-09-15,370845.0
1993-06-01,2019-09-15,2019-09-15,375841.0
1993-07-01,2019-09-15,2019-09-15,379121.0
1993-08-01,2019-09-15,2019-09-15,380892.0
1993-09-01,2019-09-15,2019-09-15,384705.0
1993-10-01,2019-09-15,2019-09-15,388226.0
1993-11-01,2019-09-15,2019-09-15,391960.0
1993-12-01,2019-09-15,2019-09-15,398638.0
1994-01-01,2019-09-15,2019-09-15,397786.0
1994-02-01,2019-09-15,2019-09-15,397926.0
1994-03-01,2019-09-15,2019-09-15,400752.0
1994-04-01,2019-09-15,2019-09-15,406948.0
1994-05-01,2019-09-15,2019-09-15,407088.0
1994-06-01,2019-09-15,2019-09-15,411591.0
1994-07-01,2019-09-15,2019-09-15,415010.0
1994-08-01,2019-09-15,2019-09-15,415263.0
1994-09-01,2019-09-15,2019-09-15,416866.0
1994-10-01,2019-09-15,2019-09-15,418679.0
1994-11-01,2019-09-15,2019-09-15,423063.0
1994-12-01,2019-09-15,2019-09-15,428489.0
1995-01-01,2019-09-15,2019-09-15,426222.0
1995-02-01,2019-09-15,2019-09-15,422895.0
1995-03-01,2019-09-15,2019-09-15,427727.0
1995-04-01,2019-09-15,2019-09-15,433540.0
1995-05-01,2019-09-15,2019-09-15,434008.0
1995-06-01,2019-09-15,2019-09-15,434846.0
1995-07-01,2019-09-15,2019-09-15,435915.0
1995-08-01,2019-09-15,2019-09-15,435546.0
1995-09-01,2019-09-15,2019-09-15,436332.0
1995-10-01,2019-09-15,2019-09-15,436570.0
1995-11-01,2019-09-15,2019-09-15,439093.0
1995-12-01,2019-09-15,2019-09-15,445840.0
1996-01-01,2019-09-15,2019-09-15,441733.0
1996-02-01,2019-09-15,2019-09-15,435714.0
1996-03-01,2019-09-15,2019-09-15,440455.0
1996-04-01,2019-09-15,2019-09-15,443376.0
1996-05-01,2019-09-15,2019-09-15,443014.0
1996-06-01,2019-09-15,2019-09-15,446423.0
1996-07-01,2019-09-15,2019-09-15,449831.0
